date,usage,serial_number
2023-12-22,343,EFLO537K13KKUB8J
2023-12-23,221,EFLO537K13KKUB8J
2023-12-24,241,EFLO537K13KKUB8J
2023-12-25,207,EFLO537K13KKUB8J
2023-12-26,223,EFLO537K13KKUB8J
2023-12-27,274,EFLO537K13KKUB8J
2023-12-28,234,EFLO537K13KKUB8J
2023-12-29,260,EFLO537K13KKUB8J
2023-12-30,209,EFLO537K13KKUB8J
2023-12-31,316,EFLO537K13KKUB8J
2024-01-01,223,EFLO537K13KKUB8J
2024-01-02,237,EFLO537K13KKUB8J
2024-01-03,262,EFLO537K13KKUB8J
2024-01-04,277,EFLO537K13KKUB8J
2024-01-05,227,EFLO537K13KKUB8J
2024-01-06,259,EFLO537K13KKUB8J
2024-01-07,320,EFLO537K13KKUB8J
2024-01-08,250,EFLO537K13KKUB8J
2024-01-09,214,EFLO537K13KKUB8J
2024-01-10,223,EFLO537K13KKUB8J
2024-01-11,224,EFLO537K13KKUB8J
2024-01-12,217,EFLO537K13KKUB8J
2024-01-13,228,EFLO537K13KKUB8J
2024-01-14,270,EFLO537K13KKUB8J
2024-01-15,289,EFLO537K13KKUB8J
2024-01-16,308,EFLO537K13KKUB8J
2024-01-17,353,EFLO537K13KKUB8J
2024-01-18,171,EFLO537K13KKUB8J
2024-01-19,247,EFLO537K13KKUB8J
2024-01-20,263,EFLO537K13KKUB8J
2024-01-21,283,EFLO537K13KKUB8J
2024-01-22,225,EFLO537K13KKUB8J
2024-01-23,310,EFLO537K13KKUB8J
2024-01-24,303,EFLO537K13KKUB8J
2024-01-25,244,EFLO537K13KKUB8J
2024-01-26,220,EFLO537K13KKUB8J
2024-01-27,281,EFLO537K13KKUB8J
2024-01-28,232,EFLO537K13KKUB8J
2024-01-29,202,EFLO537K13KKUB8J
2024-01-30,201,EFLO537K13KKUB8J
2024-01-31,220,EFLO537K13KKUB8J
2024-02-01,271,EFLO537K13KKUB8J
2024-02-02,318,EFLO537K13KKUB8J
2024-02-03,197,EFLO537K13KKUB8J
2024-02-04,214,EFLO537K13KKUB8J
2024-02-05,252,EFLO537K13KKUB8J
2024-02-06,217,EFLO537K13KKUB8J
2024-02-07,208,EFLO537K13KKUB8J
2024-02-08,292,EFLO537K13KKUB8J
2024-02-09,172,EFLO537K13KKUB8J
2024-02-10,267,EFLO537K13KKUB8J
2024-02-11,259,EFLO537K13KKUB8J
2024-02-12,251,EFLO537K13KKUB8J
2024-02-13,237,EFLO537K13KKUB8J
2024-02-14,199,EFLO537K13KKUB8J
2024-02-15,309,EFLO537K13KKUB8J
2024-02-16,278,EFLO537K13KKUB8J
2024-02-17,269,EFLO537K13KKUB8J
2024-02-18,236,EFLO537K13KKUB8J
2024-02-19,296,EFLO537K13KKUB8J
2024-02-20,231,EFLO537K13KKUB8J
2024-02-21,291,EFLO537K13KKUB8J
2024-02-22,283,EFLO537K13KKUB8J
2024-02-23,227,EFLO537K13KKUB8J
2024-02-24,158,EFLO537K13KKUB8J
2024-02-25,217,EFLO537K13KKUB8J
2024-02-26,219,EFLO537K13KKUB8J
2024-02-27,315,EFLO537K13KKUB8J
2024-02-28,269,EFLO537K13KKUB8J
2024-02-29,200,EFLO537K13KKUB8J
2024-03-01,304,EFLO537K13KKUB8J
2024-03-02,217,EFLO537K13KKUB8J
2024-03-03,98,EFLO537K13KKUB8J
2024-03-04,77,EFLO537K13KKUB8J
2024-03-05,69,EFLO537K13KKUB8J
2024-03-06,39,EFLO537K13KKUB8J
2024-03-07,70,EFLO537K13KKUB8J
2024-03-08,77,EFLO537K13KKUB8J
2024-03-09,2,EFLO537K13KKUB8J
2024-03-10,230,EFLO537K13KKUB8J
2024-03-11,244,EFLO537K13KKUB8J
2024-03-12,241,EFLO537K13KKUB8J
2024-03-13,294,EFLO537K13KKUB8J
2024-03-14,328,EFLO537K13KKUB8J
2024-03-15,257,EFLO537K13KKUB8J
2024-03-16,190,EFLO537K13KKUB8J
2024-03-17,229,EFLO537K13KKUB8J
2024-03-18,188,EFLO537K13KKUB8J
2024-03-19,269,EFLO537K13KKUB8J
2024-03-20,238,EFLO537K13KKUB8J
2024-03-21,262,EFLO537K13KKUB8J
2024-03-22,217,EFLO537K13KKUB8J
2024-03-23,260,EFLO537K13KKUB8J
2024-03-24,264,EFLO537K13KKUB8J
2024-03-25,244,EFLO537K13KKUB8J
2024-03-26,246,EFLO537K13KKUB8J
2024-03-27,229,EFLO537K13KKUB8J
2024-03-28,249,EFLO537K13KKUB8J
2024-03-29,76,EFLO537K13KKUB8J
2024-03-30,108,EFLO537K13KKUB8J
2024-03-31,2,EFLO537K13KKUB8J
2024-04-01,139,EFLO537K13KKUB8J
2024-04-02,116,EFLO537K13KKUB8J
2024-04-03,33,EFLO537K13KKUB8J
2024-04-04,29,EFLO537K13KKUB8J
2024-04-05,224,EFLO537K13KKUB8J
2024-04-06,281,EFLO537K13KKUB8J
2024-04-07,200,EFLO537K13KKUB8J
2024-04-08,248,EFLO537K13KKUB8J
2024-04-09,282,EFLO537K13KKUB8J
2024-04-10,294,EFLO537K13KKUB8J
2024-04-11,194,EFLO537K13KKUB8J
2024-04-12,296,EFLO537K13KKUB8J
2024-04-13,261,EFLO537K13KKUB8J
2024-04-14,237,EFLO537K13KKUB8J
2024-04-15,190,EFLO537K13KKUB8J
2024-04-16,254,EFLO537K13KKUB8J
2024-04-17,235,EFLO537K13KKUB8J
2024-04-18,219,EFLO537K13KKUB8J
2024-04-19,226,EFLO537K13KKUB8J
2024-04-20,218,EFLO537K13KKUB8J
2024-04-21,247,EFLO537K13KKUB8J
2024-04-22,255,EFLO537K13KKUB8J
2024-04-23,218,EFLO537K13KKUB8J
2024-04-24,263,EFLO537K13KKUB8J
2024-04-25,29,EFLO537K13KKUB8J
2024-04-26,126,EFLO537K13KKUB8J
2024-04-27,38,EFLO537K13KKUB8J
2024-04-28,50,EFLO537K13KKUB8J
2024-04-29,74,EFLO537K13KKUB8J
2024-04-30,76,EFLO537K13KKUB8J
2024-05-01,69,EFLO537K13KKUB8J
2024-05-02,250,EFLO537K13KKUB8J
2024-05-03,248,EFLO537K13KKUB8J
2024-05-04,161,EFLO537K13KKUB8J
2024-05-05,242,EFLO537K13KKUB8J
2024-05-06,234,EFLO537K13KKUB8J
2024-05-07,245,EFLO537K13KKUB8J
2024-05-08,259,EFLO537K13KKUB8J
2024-05-09,256,EFLO537K13KKUB8J
2024-05-10,191,EFLO537K13KKUB8J
2024-05-11,146,EFLO537K13KKUB8J
2024-05-12,234,EFLO537K13KKUB8J
2024-05-13,281,EFLO537K13KKUB8J
2024-05-14,256,EFLO537K13KKUB8J
2024-05-15,245,EFLO537K13KKUB8J
2024-05-16,240,EFLO537K13KKUB8J
2024-05-17,295,EFLO537K13KKUB8J
2024-05-18,230,EFLO537K13KKUB8J
2024-05-19,211,EFLO537K13KKUB8J
2024-05-20,325,EFLO537K13KKUB8J
2024-05-21,10,EFLO537K13KKUB8J
2024-05-22,28,EFLO537K13KKUB8J
2024-05-23,69,EFLO537K13KKUB8J
2024-05-24,22,EFLO537K13KKUB8J
2024-05-25,0,EFLO537K13KKUB8J
2024-05-26,17,EFLO537K13KKUB8J
2024-05-27,24,EFLO537K13KKUB8J
2024-05-28,156,EFLO537K13KKUB8J
2024-05-29,233,EFLO537K13KKUB8J
2024-05-30,211,EFLO537K13KKUB8J
2024-05-31,259,EFLO537K13KKUB8J
2024-06-01,227,EFLO537K13KKUB8J
2024-06-02,219,EFLO537K13KKUB8J
2024-06-03,291,EFLO537K13KKUB8J
2024-06-04,299,EFLO537K13KKUB8J
2024-06-05,255,EFLO537K13KKUB8J
2024-06-06,241,EFLO537K13KKUB8J
2024-06-07,265,EFLO537K13KKUB8J
2024-06-08,254,EFLO537K13KKUB8J
2024-06-09,31,EFLO537K13KKUB8J
2024-06-10,230,EFLO537K13KKUB8J
2024-06-11,8,EFLO537K13KKUB8J
2024-06-12,52,EFLO537K13KKUB8J
2024-06-13,39,EFLO537K13KKUB8J
2024-06-14,163,EFLO537K13KKUB8J
2024-06-15,146,EFLO537K13KKUB8J
2024-06-16,61,EFLO537K13KKUB8J
2024-06-17,87,EFLO537K13KKUB8J
2024-06-18,226,EFLO537K13KKUB8J
2024-06-19,329,EFLO537K13KKUB8J
2024-06-20,316,EFLO537K13KKUB8J
2024-06-21,211,EFLO537K13KKUB8J
2024-06-22,234,EFLO537K13KKUB8J
2024-06-23,239,EFLO537K13KKUB8J
2024-06-24,203,EFLO537K13KKUB8J
2024-06-25,273,EFLO537K13KKUB8J
2024-06-26,170,EFLO537K13KKUB8J
2024-06-27,311,EFLO537K13KKUB8J
2024-06-28,292,EFLO537K13KKUB8J
2024-06-29,220,EFLO537K13KKUB8J
2024-06-30,248,EFLO537K13KKUB8J
2024-07-01,188,EFLO537K13KKUB8J
2024-07-02,267,EFLO537K13KKUB8J
2024-07-03,207,EFLO537K13KKUB8J
2024-07-04,209,EFLO537K13KKUB8J
2024-07-05,298,EFLO537K13KKUB8J
2024-07-06,309,EFLO537K13KKUB8J
2024-07-07,317,EFLO537K13KKUB8J
2024-07-08,266,EFLO537K13KKUB8J
2024-07-09,258,EFLO537K13KKUB8J
2024-07-10,294,EFLO537K13KKUB8J
2024-07-11,187,EFLO537K13KKUB8J
2024-07-12,263,EFLO537K13KKUB8J
2024-07-13,250,EFLO537K13KKUB8J
2024-07-14,233,EFLO537K13KKUB8J
2024-07-15,275,EFLO537K13KKUB8J
2024-07-16,211,EFLO537K13KKUB8J
2024-07-17,221,EFLO537K13KKUB8J
2024-07-18,217,EFLO537K13KKUB8J
2024-07-19,280,EFLO537K13KKUB8J
2024-07-20,214,EFLO537K13KKUB8J
2024-07-21,251,EFLO537K13KKUB8J
2024-07-22,245,EFLO537K13KKUB8J
2024-07-23,268,EFLO537K13KKUB8J
2024-07-24,229,EFLO537K13KKUB8J
2024-07-25,255,EFLO537K13KKUB8J
2024-07-26,168,EFLO537K13KKUB8J
2024-07-27,243,EFLO537K13KKUB8J
2024-07-28,299,EFLO537K13KKUB8J
2024-07-29,249,EFLO537K13KKUB8J
2024-07-30,151,EFLO537K13KKUB8J
2024-07-31,278,EFLO537K13KKUB8J
2024-08-01,180,EFLO537K13KKUB8J
2024-08-02,234,EFLO537K13KKUB8J
2024-08-03,265,EFLO537K13KKUB8J
2024-08-04,161,EFLO537K13KKUB8J
2024-08-05,290,EFLO537K13KKUB8J
2024-08-06,273,EFLO537K13KKUB8J
2024-08-07,180,EFLO537K13KKUB8J
2024-08-08,303,EFLO537K13KKUB8J
2024-08-09,295,EFLO537K13KKUB8J
2024-08-10,225,EFLO537K13KKUB8J
2024-08-11,236,EFLO537K13KKUB8J
2024-08-12,206,EFLO537K13KKUB8J
2024-08-13,286,EFLO537K13KKUB8J
2024-08-14,237,EFLO537K13KKUB8J
2024-08-15,200,EFLO537K13KKUB8J
2024-08-16,269,EFLO537K13KKUB8J
2024-08-17,319,EFLO537K13KKUB8J
2024-08-18,286,EFLO537K13KKUB8J
2024-08-19,282,EFLO537K13KKUB8J
2024-08-20,198,EFLO537K13KKUB8J
2024-08-21,179,EFLO537K13KKUB8J
2024-08-22,213,EFLO537K13KKUB8J
2024-08-23,283,EFLO537K13KKUB8J
2024-08-24,247,EFLO537K13KKUB8J
2024-08-25,282,EFLO537K13KKUB8J
2024-08-26,316,EFLO537K13KKUB8J
2024-08-27,263,EFLO537K13KKUB8J
2024-08-28,239,EFLO537K13KKUB8J
2024-08-29,175,EFLO537K13KKUB8J
2024-08-30,262,EFLO537K13KKUB8J
2024-08-31,334,EFLO537K13KKUB8J
2024-09-01,232,EFLO537K13KKUB8J
2024-09-02,216,EFLO537K13KKUB8J
2024-09-03,285,EFLO537K13KKUB8J
2024-09-04,203,EFLO537K13KKUB8J
2024-09-05,202,EFLO537K13KKUB8J
2024-09-06,320,EFLO537K13KKUB8J
2024-09-07,208,EFLO537K13KKUB8J
2024-09-08,317,EFLO537K13KKUB8J
2024-09-09,298,EFLO537K13KKUB8J
2024-09-10,326,EFLO537K13KKUB8J
2024-09-11,272,EFLO537K13KKUB8J
2024-09-12,202,EFLO537K13KKUB8J
2024-09-13,311,EFLO537K13KKUB8J
2024-09-14,253,EFLO537K13KKUB8J
2024-09-15,277,EFLO537K13KKUB8J
2024-09-16,280,EFLO537K13KKUB8J
2024-09-17,293,EFLO537K13KKUB8J
2024-09-18,213,EFLO537K13KKUB8J
2024-09-19,174,EFLO537K13KKUB8J
2024-09-20,231,EFLO537K13KKUB8J
2024-09-21,203,EFLO537K13KKUB8J
2024-09-22,281,EFLO537K13KKUB8J
2024-09-23,234,EFLO537K13KKUB8J
2024-09-24,302,EFLO537K13KKUB8J
2024-09-25,305,EFLO537K13KKUB8J
2024-09-26,343,EFLO537K13KKUB8J
2024-09-27,273,EFLO537K13KKUB8J
2024-09-28,57,EFLO537K13KKUB8J
2024-09-29,292,EFLO537K13KKUB8J
2024-09-30,210,EFLO537K13KKUB8J
2024-10-01,370,EFLO537K13KKUB8J
2024-10-02,251,EFLO537K13KKUB8J
2024-10-03,287,EFLO537K13KKUB8J
2024-10-04,187,EFLO537K13KKUB8J
2024-10-05,283,EFLO537K13KKUB8J
2024-10-06,210,EFLO537K13KKUB8J
2024-10-07,271,EFLO537K13KKUB8J
2024-10-08,232,EFLO537K13KKUB8J
2024-10-09,166,EFLO537K13KKUB8J
2024-10-10,205,EFLO537K13KKUB8J
2024-10-11,157,EFLO537K13KKUB8J
2024-10-12,292,EFLO537K13KKUB8J
2024-10-13,276,EFLO537K13KKUB8J
2024-10-14,232,EFLO537K13KKUB8J
2024-10-15,270,EFLO537K13KKUB8J
2024-10-16,254,EFLO537K13KKUB8J
2024-10-17,274,EFLO537K13KKUB8J
2024-10-18,202,EFLO537K13KKUB8J
2024-10-19,256,EFLO537K13KKUB8J
2024-10-20,240,EFLO537K13KKUB8J
2024-10-21,235,EFLO537K13KKUB8J
2024-10-22,279,EFLO537K13KKUB8J
2024-10-23,280,EFLO537K13KKUB8J
2024-10-24,203,EFLO537K13KKUB8J
2024-10-25,283,EFLO537K13KKUB8J
2024-10-26,239,EFLO537K13KKUB8J
2024-10-27,239,EFLO537K13KKUB8J
2024-10-28,199,EFLO537K13KKUB8J
2024-10-29,296,EFLO537K13KKUB8J
2024-10-30,191,EFLO537K13KKUB8J
2024-10-31,229,EFLO537K13KKUB8J
2024-11-01,215,EFLO537K13KKUB8J
2024-11-02,220,EFLO537K13KKUB8J
2024-11-03,263,EFLO537K13KKUB8J
2024-11-04,242,EFLO537K13KKUB8J
2024-11-05,293,EFLO537K13KKUB8J
2024-11-06,156,EFLO537K13KKUB8J
2024-11-07,198,EFLO537K13KKUB8J
2024-11-08,234,EFLO537K13KKUB8J
2024-11-09,53,EFLO537K13KKUB8J
2024-11-10,248,EFLO537K13KKUB8J
2024-11-11,273,EFLO537K13KKUB8J
2024-11-12,270,EFLO537K13KKUB8J
2024-11-13,276,EFLO537K13KKUB8J
2024-11-14,260,EFLO537K13KKUB8J
2024-11-15,276,EFLO537K13KKUB8J
2024-11-16,171,EFLO537K13KKUB8J
2024-11-17,264,EFLO537K13KKUB8J
2024-11-18,240,EFLO537K13KKUB8J
2024-11-19,243,EFLO537K13KKUB8J
2024-11-20,272,EFLO537K13KKUB8J
2024-11-21,250,EFLO537K13KKUB8J
2024-11-22,219,EFLO537K13KKUB8J
2024-11-23,230,EFLO537K13KKUB8J
2024-11-24,279,EFLO537K13KKUB8J
2024-11-25,212,EFLO537K13KKUB8J
2024-11-26,230,EFLO537K13KKUB8J
2024-11-27,247,EFLO537K13KKUB8J
2024-11-28,283,EFLO537K13KKUB8J
2024-11-29,125,EFLO537K13KKUB8J
2024-11-30,63,EFLO537K13KKUB8J
2024-12-01,17,EFLO537K13KKUB8J
2024-12-02,85,EFLO537K13KKUB8J
2024-12-03,79,EFLO537K13KKUB8J
2024-12-04,26,EFLO537K13KKUB8J
2024-12-05,30,EFLO537K13KKUB8J
2024-12-06,13,EFLO537K13KKUB8J
2024-12-07,42,EFLO537K13KKUB8J
2024-12-08,35,EFLO537K13KKUB8J
2024-12-09,75,EFLO537K13KKUB8J
2024-12-10,309,EFLO537K13KKUB8J
2024-12-11,252,EFLO537K13KKUB8J
2024-12-12,252,EFLO537K13KKUB8J
2024-12-13,282,EFLO537K13KKUB8J
2024-12-14,211,EFLO537K13KKUB8J
2024-12-15,232,EFLO537K13KKUB8J
2024-12-16,241,EFLO537K13KKUB8J
2024-12-17,226,EFLO537K13KKUB8J
2024-12-18,259,EFLO537K13KKUB8J
2024-12-19,266,EFLO537K13KKUB8J
2024-12-20,198,EFLO537K13KKUB8J
2024-12-21,200,EFLO537K13KKUB8J
2024-12-22,225,EFLO537K13KKUB8J
2024-12-23,294,EFLO537K13KKUB8J
2024-12-24,261,EFLO537K13KKUB8J
2024-12-25,297,EFLO537K13KKUB8J
2024-12-26,234,EFLO537K13KKUB8J
2024-12-27,266,EFLO537K13KKUB8J
2024-12-28,200,EFLO537K13KKUB8J
2024-12-29,205,EFLO537K13KKUB8J
2024-12-30,226,EFLO537K13KKUB8J
2024-12-31,278,EFLO537K13KKUB8J
2025-01-01,235,EFLO537K13KKUB8J
2025-01-02,212,EFLO537K13KKUB8J
2025-01-03,239,EFLO537K13KKUB8J
2025-01-04,268,EFLO537K13KKUB8J
2025-01-05,286,EFLO537K13KKUB8J
2025-01-06,282,EFLO537K13KKUB8J
2025-01-07,269,EFLO537K13KKUB8J
2025-01-08,344,EFLO537K13KKUB8J
2025-01-09,225,EFLO537K13KKUB8J
2025-01-10,329,EFLO537K13KKUB8J
2025-01-11,237,EFLO537K13KKUB8J
2025-01-12,348,EFLO537K13KKUB8J
2025-01-13,257,EFLO537K13KKUB8J
2025-01-14,272,EFLO537K13KKUB8J
2025-01-15,236,EFLO537K13KKUB8J
2025-01-16,274,EFLO537K13KKUB8J
2025-01-17,208,EFLO537K13KKUB8J
2025-01-18,220,EFLO537K13KKUB8J
2025-01-19,262,EFLO537K13KKUB8J
2025-01-20,276,EFLO537K13KKUB8J
2025-01-21,299,EFLO537K13KKUB8J
2025-01-22,189,EFLO537K13KKUB8J
2025-01-23,276,EFLO537K13KKUB8J
2025-01-24,270,EFLO537K13KKUB8J
2025-01-25,219,EFLO537K13KKUB8J
2025-01-26,245,EFLO537K13KKUB8J
2025-01-27,328,EFLO537K13KKUB8J
2025-01-28,304,EFLO537K13KKUB8J
2025-01-29,270,EFLO537K13KKUB8J
2025-01-30,305,EFLO537K13KKUB8J
2025-01-31,224,EFLO537K13KKUB8J
2025-02-01,247,EFLO537K13KKUB8J
2025-02-02,144,EFLO537K13KKUB8J
2025-02-03,271,EFLO537K13KKUB8J
2025-02-04,224,EFLO537K13KKUB8J
2025-02-05,239,EFLO537K13KKUB8J
2025-02-06,302,EFLO537K13KKUB8J
2025-02-07,307,EFLO537K13KKUB8J
2025-02-08,249,EFLO537K13KKUB8J
2025-02-09,243,EFLO537K13KKUB8J
2025-02-10,171,EFLO537K13KKUB8J
2025-02-11,278,EFLO537K13KKUB8J
2025-02-12,215,EFLO537K13KKUB8J
2025-02-13,273,EFLO537K13KKUB8J
2025-02-14,178,EFLO537K13KKUB8J
2025-02-15,227,EFLO537K13KKUB8J
2025-02-16,264,EFLO537K13KKUB8J
2025-02-17,270,EFLO537K13KKUB8J
2025-02-18,230,EFLO537K13KKUB8J
2025-02-19,231,EFLO537K13KKUB8J
2025-02-20,262,EFLO537K13KKUB8J
2025-02-21,203,EFLO537K13KKUB8J
2025-02-22,206,EFLO537K13KKUB8J
2025-02-23,258,EFLO537K13KKUB8J
2025-02-24,290,EFLO537K13KKUB8J
2025-02-25,195,EFLO537K13KKUB8J
2025-02-26,314,EFLO537K13KKUB8J
2025-02-27,262,EFLO537K13KKUB8J
2025-02-28,291,EFLO537K13KKUB8J
2025-03-01,255,EFLO537K13KKUB8J
2025-03-02,155,EFLO537K13KKUB8J
2025-03-03,199,EFLO537K13KKUB8J
2025-03-04,115,EFLO537K13KKUB8J
2025-03-05,169,EFLO537K13KKUB8J
2025-03-06,310,EFLO537K13KKUB8J
2025-03-07,261,EFLO537K13KKUB8J
2025-03-08,119,EFLO537K13KKUB8J
2025-03-09,59,EFLO537K13KKUB8J
2025-03-10,64,EFLO537K13KKUB8J
2025-03-11,8,EFLO537K13KKUB8J
2025-03-12,63,EFLO537K13KKUB8J
2025-03-13,51,EFLO537K13KKUB8J
2025-03-14,39,EFLO537K13KKUB8J
2025-03-15,264,EFLO537K13KKUB8J
2025-03-16,307,EFLO537K13KKUB8J
2025-03-17,237,EFLO537K13KKUB8J
2025-03-18,266,EFLO537K13KKUB8J
2025-03-19,236,EFLO537K13KKUB8J
2025-03-20,191,EFLO537K13KKUB8J
2025-03-21,348,EFLO537K13KKUB8J
2025-03-22,274,EFLO537K13KKUB8J
2025-03-23,251,EFLO537K13KKUB8J
2025-03-24,294,EFLO537K13KKUB8J
2025-03-25,183,EFLO537K13KKUB8J
2025-03-26,262,EFLO537K13KKUB8J
2025-03-27,177,EFLO537K13KKUB8J
2025-03-28,210,EFLO537K13KKUB8J
2025-03-29,199,EFLO537K13KKUB8J
2025-03-30,242,EFLO537K13KKUB8J
2025-03-31,241,EFLO537K13KKUB8J
2025-04-01,262,EFLO537K13KKUB8J
2025-04-02,305,EFLO537K13KKUB8J
2025-04-03,236,EFLO537K13KKUB8J
2025-04-04,250,EFLO537K13KKUB8J
2025-04-05,276,EFLO537K13KKUB8J
2025-04-06,229,EFLO537K13KKUB8J
2025-04-07,254,EFLO537K13KKUB8J
2025-04-08,265,EFLO537K13KKUB8J
2025-04-09,256,EFLO537K13KKUB8J
2025-04-10,287,EFLO537K13KKUB8J
2025-04-11,318,EFLO537K13KKUB8J
2025-04-12,299,EFLO537K13KKUB8J
2025-04-13,216,EFLO537K13KKUB8J
2025-04-14,279,EFLO537K13KKUB8J
2025-04-15,268,EFLO537K13KKUB8J
2025-04-16,222,EFLO537K13KKUB8J
2025-04-17,213,EFLO537K13KKUB8J
2025-04-18,299,EFLO537K13KKUB8J
2025-04-19,276,EFLO537K13KKUB8J
2025-04-20,213,EFLO537K13KKUB8J
2025-04-21,304,EFLO537K13KKUB8J
2025-04-22,293,EFLO537K13KKUB8J
2025-04-23,208,EFLO537K13KKUB8J
2025-04-24,229,EFLO537K13KKUB8J
2025-04-25,326,EFLO537K13KKUB8J
2025-04-26,277,EFLO537K13KKUB8J
2025-04-27,224,EFLO537K13KKUB8J
2025-04-28,259,EFLO537K13KKUB8J
2025-04-29,285,EFLO537K13KKUB8J
2025-04-30,249,EFLO537K13KKUB8J
2025-05-01,220,EFLO537K13KKUB8J
2025-05-02,210,EFLO537K13KKUB8J
2025-05-03,199,EFLO537K13KKUB8J
2025-05-04,272,EFLO537K13KKUB8J
2025-05-05,277,EFLO537K13KKUB8J
2025-05-06,240,EFLO537K13KKUB8J
2025-05-07,176,EFLO537K13KKUB8J
2025-05-08,242,EFLO537K13KKUB8J
2025-05-09,206,EFLO537K13KKUB8J
2025-05-10,179,EFLO537K13KKUB8J
2025-05-11,215,EFLO537K13KKUB8J
2025-05-12,300,EFLO537K13KKUB8J
2025-05-13,293,EFLO537K13KKUB8J
2025-05-14,222,EFLO537K13KKUB8J
2025-05-15,205,EFLO537K13KKUB8J
2025-05-16,242,EFLO537K13KKUB8J
2025-05-17,231,EFLO537K13KKUB8J
2025-05-18,195,EFLO537K13KKUB8J
2025-05-19,325,EFLO537K13KKUB8J
2025-05-20,198,EFLO537K13KKUB8J
2025-05-21,289,EFLO537K13KKUB8J
2025-05-22,275,EFLO537K13KKUB8J
2025-05-23,293,EFLO537K13KKUB8J
2025-05-24,314,EFLO537K13KKUB8J
2025-05-25,254,EFLO537K13KKUB8J
2025-05-26,298,EFLO537K13KKUB8J
2025-05-27,312,EFLO537K13KKUB8J
2025-05-28,285,EFLO537K13KKUB8J
2025-05-29,185,EFLO537K13KKUB8J
2025-05-30,244,EFLO537K13KKUB8J
2025-05-31,229,EFLO537K13KKUB8J
2025-06-01,264,EFLO537K13KKUB8J
2025-06-02,273,EFLO537K13KKUB8J
2025-06-03,295,EFLO537K13KKUB8J
2025-06-04,284,EFLO537K13KKUB8J
2025-06-05,244,EFLO537K13KKUB8J
2025-06-06,281,EFLO537K13KKUB8J
2025-06-07,252,EFLO537K13KKUB8J
2025-06-08,261,EFLO537K13KKUB8J
2025-06-09,195,EFLO537K13KKUB8J
2025-06-10,235,EFLO537K13KKUB8J
2025-06-11,192,EFLO537K13KKUB8J
2025-06-12,250,EFLO537K13KKUB8J
2025-06-13,271,EFLO537K13KKUB8J
2025-06-14,225,EFLO537K13KKUB8J
2025-06-15,326,EFLO537K13KKUB8J
2025-06-16,233,EFLO537K13KKUB8J
2025-06-17,239,EFLO537K13KKUB8J
2025-06-18,249,EFLO537K13KKUB8J
2025-06-19,251,EFLO537K13KKUB8J
2025-06-20,265,EFLO537K13KKUB8J
2025-06-21,268,EFLO537K13KKUB8J
2025-06-22,278,EFLO537K13KKUB8J
2025-06-23,333,EFLO537K13KKUB8J
2025-06-24,260,EFLO537K13KKUB8J
2025-06-25,172,EFLO537K13KKUB8J
2025-06-26,262,EFLO537K13KKUB8J
2025-06-27,274,EFLO537K13KKUB8J
2025-06-28,237,EFLO537K13KKUB8J
2025-06-29,338,EFLO537K13KKUB8J
2025-06-30,301,EFLO537K13KKUB8J
2025-07-01,241,EFLO537K13KKUB8J
2025-07-02,257,EFLO537K13KKUB8J
2025-07-03,235,EFLO537K13KKUB8J
2025-07-04,278,EFLO537K13KKUB8J
2025-07-05,220,EFLO537K13KKUB8J
2025-07-06,245,EFLO537K13KKUB8J
2025-07-07,243,EFLO537K13KKUB8J
2025-07-08,269,EFLO537K13KKUB8J
2025-07-09,251,EFLO537K13KKUB8J
2025-07-10,254,EFLO537K13KKUB8J
2025-07-11,185,EFLO537K13KKUB8J
2025-07-12,211,EFLO537K13KKUB8J
2025-07-13,284,EFLO537K13KKUB8J
2025-07-14,320,EFLO537K13KKUB8J
2025-07-15,216,EFLO537K13KKUB8J
2025-07-16,240,EFLO537K13KKUB8J
2025-07-17,224,EFLO537K13KKUB8J
2025-07-18,332,EFLO537K13KKUB8J
2025-07-19,276,EFLO537K13KKUB8J
2025-07-20,284,EFLO537K13KKUB8J
2025-07-21,213,EFLO537K13KKUB8J
2025-07-22,172,EFLO537K13KKUB8J
2025-07-23,352,EFLO537K13KKUB8J
2025-07-24,287,EFLO537K13KKUB8J
2025-07-25,270,EFLO537K13KKUB8J
2025-07-26,280,EFLO537K13KKUB8J
2025-07-27,181,EFLO537K13KKUB8J
2025-07-28,198,EFLO537K13KKUB8J
2025-07-29,219,EFLO537K13KKUB8J
2025-07-30,210,EFLO537K13KKUB8J
2025-07-31,301,EFLO537K13KKUB8J
2025-08-01,256,EFLO537K13KKUB8J
2025-08-02,213,EFLO537K13KKUB8J
2025-08-03,213,EFLO537K13KKUB8J
2025-08-04,299,EFLO537K13KKUB8J
2025-08-05,75,EFLO537K13KKUB8J
2025-08-06,106,EFLO537K13KKUB8J
2025-08-07,94,EFLO537K13KKUB8J
2025-08-08,54,EFLO537K13KKUB8J
2025-08-09,67,EFLO537K13KKUB8J
2025-08-10,56,EFLO537K13KKUB8J
2025-08-11,129,EFLO537K13KKUB8J
2025-08-12,220,EFLO537K13KKUB8J
2025-08-13,255,EFLO537K13KKUB8J
2025-08-14,227,EFLO537K13KKUB8J
2025-08-15,258,EFLO537K13KKUB8J
2025-08-16,253,EFLO537K13KKUB8J
2025-08-17,269,EFLO537K13KKUB8J
2025-08-18,284,EFLO537K13KKUB8J
2025-08-19,324,EFLO537K13KKUB8J
2025-08-20,263,EFLO537K13KKUB8J
