date,break,serial_number
2024-08-23,0,GFLA5T2OV4MTHUJY
2024-12-26,1,GFLA5T2OV4MTHUJY
2025-01-14,1,GFLA5T2OV4MTHUJY
2025-04-01,1,GFLA5T2OV4MTHUJY
2025-05-27,1,GFLA5T2OV4MTHUJY
2024-08-16,1,S199DGJNUP0GDEIM
2023-03-27,1,VTW559WTDJB9XO4H
2023-04-17,1,VTW559WTDJB9XO4H
2023-06-01,1,VTW559WTDJB9XO4H
2023-07-06,1,VTW559WTDJB9XO4H
2023-08-31,1,VTW559WTDJB9XO4H
2023-09-03,1,VTW559WTDJB9XO4H
2023-10-22,1,VTW559WTDJB9XO4H
2023-10-25,1,VTW559WTDJB9XO4H
2023-11-05,1,VTW559WTDJB9XO4H
2023-12-30,1,VTW559WTDJB9XO4H
2024-01-06,1,VTW559WTDJB9XO4H
2024-01-16,1,VTW559WTDJB9XO4H
2024-06-12,1,VXXH80AZMEG0SP2U
2024-10-01,1,VXXH80AZMEG0SP2U
2024-03-19,1,STTFP433VTY4WUFM
2024-05-04,1,STTFP433VTY4WUFM
2024-07-02,1,STTFP433VTY4WUFM
2024-07-22,1,STTFP433VTY4WUFM
2024-08-09,1,STTFP433VTY4WUFM
2024-10-06,1,STTFP433VTY4WUFM
2025-01-29,1,STTFP433VTY4WUFM
2025-05-03,0,STTFP433VTY4WUFM
2024-05-01,0,G1RCOYEG9DZ74SEA
2024-05-24,1,G1RCOYEG9DZ74SEA
2024-06-07,1,G1RCOYEG9DZ74SEA
2023-05-29,0,PFTFPH390T1UW4OM
2023-07-19,1,PFTFPH390T1UW4OM
2023-07-30,1,PFTFPH390T1UW4OM
2023-09-16,1,PFTFPH390T1UW4OM
2023-11-03,1,PFTFPH390T1UW4OM
2023-12-13,1,PFTFPH390T1UW4OM
2024-09-02,1,PFTFPH390T1UW4OM
2023-08-18,1,2YP6MFL61CG0QVWT
2023-09-28,1,2YP6MFL61CG0QVWT
2023-12-02,1,2YP6MFL61CG0QVWT
2024-07-23,1,2YP6MFL61CG0QVWT
2024-07-26,0,2YP6MFL61CG0QVWT
2024-08-03,1,2YP6MFL61CG0QVWT
2024-11-30,1,2YP6MFL61CG0QVWT
2024-12-06,1,2YP6MFL61CG0QVWT
2025-02-25,1,2YP6MFL61CG0QVWT
2025-05-07,1,2YP6MFL61CG0QVWT
2025-05-17,1,2YP6MFL61CG0QVWT
2025-07-18,1,2YP6MFL61CG0QVWT
2023-05-15,0,C4EU214UZ9AOPJTB
2023-07-03,1,C4EU214UZ9AOPJTB
2023-07-12,1,C4EU214UZ9AOPJTB
2023-08-02,1,C4EU214UZ9AOPJTB
2023-09-09,1,C4EU214UZ9AOPJTB
2023-09-14,1,C4EU214UZ9AOPJTB
2024-01-12,1,C4EU214UZ9AOPJTB
2024-01-20,0,C4EU214UZ9AOPJTB
2024-02-04,1,C4EU214UZ9AOPJTB
2024-02-27,1,C4EU214UZ9AOPJTB
2024-03-28,1,C4EU214UZ9AOPJTB
2024-10-28,1,C4EU214UZ9AOPJTB
2023-10-05,1,GXAN4B8RU0PC3E7Y
2025-08-14,1,2UNFPQ3KVTY4WU3M
2025-08-26,1,2UNFPQ3KVTY4WU3M
2023-05-18,1,VMT0HTPPA7S21D0J
2023-07-09,1,VMT0HTPPA7S21D0J
2023-07-12,0,VMT0HTPPA7S21D0J
2023-10-28,1,VMT0HTPPA7S21D0J
2023-11-29,1,VMT0HTPPA7S21D0J
2023-12-10,0,VMT0HTPPA7S21D0J
2023-02-20,1,EF53VAKJPUY46T91
2023-03-06,1,EF53VAKJPUY46T91
2023-04-13,1,EF53VAKJPUY46T91
2025-02-09,0,SM21T5IIUP0GKE8M
2025-03-14,0,SM21T5IIUP0GKE8M
2025-04-13,1,SM21T5IIUP0GKE8M
2025-04-19,1,SM21T5IIUP0GKE8M
2025-05-14,1,SM21T5IIUP0GKE8M
2025-05-07,0,PX8UMJL2YCEVQ0DT
2025-08-07,1,PX8UMJL2YCEVQ0DT
2024-08-31,1,S401PX3FVTY4WUKM
2022-11-12,0,CYOH91GEJ2DRT7CB
2023-06-20,1,CYOH91GEJ2DRT7CB
2023-06-23,1,CYOH91GEJ2DRT7CB
2023-07-31,0,CYOH91GEJ2DRT7CB
2023-09-27,1,CYOH91GEJ2DRT7CB
2024-02-09,0,CYOH91GEJ2DRT7CB
2024-06-03,1,CYOH91GEJ2DRT7CB
2024-06-19,0,CYOH91GEJ2DRT7CB
2024-07-14,1,CYOH91GEJ2DRT7CB
2024-09-03,1,CYOH91GEJ2DRT7CB
2024-10-17,0,CYOH91GEJ2DRT7CB
2023-04-27,0,0FPM0BFOV4MTLUJY
2023-06-07,1,0FPM0BFOV4MTLUJY
2023-07-05,1,0FPM0BFOV4MTLUJY
2023-08-10,1,0FPM0BFOV4MTLUJY
2023-09-02,0,0FPM0BFOV4MTLUJY
2023-09-14,1,0FPM0BFOV4MTLUJY
2023-10-26,1,0FPM0BFOV4MTLUJY
2023-11-22,1,0FPM0BFOV4MTLUJY
2024-06-17,1,0FPM0BFOV4MTLUJY
2024-07-01,1,0FPM0BFOV4MTLUJY
2024-09-04,1,0FPM0BFOV4MTLUJY
2024-12-02,1,0FPM0BFOV4MTLUJY
2025-04-21,1,0FPM0BFOV4MTLUJY
2024-07-26,1,21YUMKLW1CG0QVLT
2022-03-16,1,ET4AUMTTTJB9VO4H
2022-04-01,1,ET4AUMTTTJB9VO4H
2022-04-11,1,ET4AUMTTTJB9VO4H
2022-04-26,1,ET4AUMTTTJB9VO4H
2022-11-11,1,ET4AUMTTTJB9VO4H
2023-05-15,1,EXRY7AN5SV0GFCS1
2023-05-28,1,EXRY7AN5SV0GFCS1
2023-06-02,1,EXRY7AN5SV0GFCS1
2023-06-23,1,EXRY7AN5SV0GFCS1
2023-08-03,1,EXRY7AN5SV0GFCS1
2023-09-16,1,EXRY7AN5SV0GFCS1
2023-10-19,1,EXRY7AN5SV0GFCS1
2023-12-31,1,EXRY7AN5SV0GFCS1
2024-01-10,1,EXRY7AN5SV0GFCS1
2024-06-25,0,EXRY7AN5SV0GFCS1
2024-07-21,0,EXRY7AN5SV0GFCS1
2024-12-14,1,EXRY7AN5SV0GFCS1
2025-04-25,1,2TFJK53B3TY4WUFM
2025-08-16,1,2TFJK53B3TY4WUFM
2023-07-13,1,01V8P4V30R7ZY2VO
2023-10-19,1,01V8P4V30R7ZY2VO
2023-12-01,1,01V8P4V30R7ZY2VO
2024-02-11,1,01V8P4V30R7ZY2VO
2024-03-17,1,01V8P4V30R7ZY2VO
2024-07-08,1,01V8P4V30R7ZY2VO
2024-11-04,1,01V8P4V30R7ZY2VO
2025-02-14,1,01V8P4V30R7ZY2VO
2025-03-09,1,01V8P4V30R7ZY2VO
2025-04-04,1,01V8P4V30R7ZY2VO
2025-05-14,1,01V8P4V30R7ZY2VO
2024-10-01,1,CFIJ9H3XOT1UW4OM
2025-03-18,1,CFIJ9H3XOT1UW4OM
2025-04-21,1,CFIJ9H3XOT1UW4OM
2025-04-29,1,CFIJ9H3XOT1UW4OM
2025-07-08,1,CFIJ9H3XOT1UW4OM
2023-05-22,1,SYBZIXIH8P0GKENM
2023-08-21,1,SYBZIXIH8P0GKENM
2023-09-10,0,SYBZIXIH8P0GKENM
2023-09-30,1,SYBZIXIH8P0GKENM
2022-09-02,1,P4834145U9AOPJTB
2022-09-09,1,P4834145U9AOPJTB
2022-09-10,1,P4834145U9AOPJTB
2022-09-24,1,P4834145U9AOPJTB
2022-09-29,1,P4834145U9AOPJTB
2022-12-20,0,P4834145U9AOPJTB
2022-10-17,1,0XFSD96KZGCP5VZ4
2022-12-26,1,0XFSD96KZGCP5VZ4
2023-01-13,1,0XFSD96KZGCP5VZ4
2023-02-07,1,0XFSD96KZGCP5VZ4
2023-03-13,1,SU1JFQ3AKTY4WU3M
2022-03-21,1,EMDWEMC5CZ2SURGH
2022-03-27,1,EMDWEMC5CZ2SURGH
2022-04-29,1,EMDWEMC5CZ2SURGH
2022-05-28,1,EMDWEMC5CZ2SURGH
2022-07-21,1,EMDWEMC5CZ2SURGH
2022-09-09,0,EMDWEMC5CZ2SURGH
2022-11-29,0,EMDWEMC5CZ2SURGH
2022-12-18,1,EMDWEMC5CZ2SURGH
2023-03-17,1,EMDWEMC5CZ2SURGH
2023-04-17,1,EMDWEMC5CZ2SURGH
2023-08-26,0,EMDWEMC5CZ2SURGH
2023-08-30,0,EMDWEMC5CZ2SURGH
2023-11-08,0,EMDWEMC5CZ2SURGH
2024-05-15,1,VFMOJKK59UY46T91
2024-05-27,0,VFMOJKK59UY46T91
2024-07-14,0,VFMOJKK59UY46T91
2024-08-11,1,VFMOJKK59UY46T91
2022-11-24,1,2ME5W7L9LCG0QV6T
2023-01-07,0,2ME5W7L9LCG0QV6T
2023-02-22,1,2ME5W7L9LCG0QV6T
2023-06-23,1,2ME5W7L9LCG0QV6T
2023-11-03,1,GUP1TKU54OHJ09UA
2023-11-29,1,GUP1TKU54OHJ09UA
2023-12-28,1,GUP1TKU54OHJ09UA
2024-01-29,1,GUP1TKU54OHJ09UA
2022-12-23,1,CXO3SLIXRPVEKGRM
2023-03-08,1,CXO3SLIXRPVEKGRM
2023-04-18,1,CXO3SLIXRPVEKGRM
2023-06-18,1,CXO3SLIXRPVEKGRM
2024-01-07,1,CXO3SLIXRPVEKGRM
2024-02-18,1,CXO3SLIXRPVEKGRM
2024-04-18,1,CXO3SLIXRPVEKGRM
2025-02-05,0,CXO3SLIXRPVEKGRM
2023-08-30,1,24L53O3HFTY4WUKM
2023-11-20,1,24L53O3HFTY4WUKM
2024-02-09,1,24L53O3HFTY4WUKM
2024-04-01,1,24L53O3HFTY4WUKM
2024-04-03,1,24L53O3HFTY4WUKM
2024-06-09,1,24L53O3HFTY4WUKM
2024-06-15,1,24L53O3HFTY4WUKM
2024-07-04,1,24L53O3HFTY4WUKM
2024-07-23,1,24L53O3HFTY4WUKM
2024-07-28,0,24L53O3HFTY4WUKM
2024-02-11,1,PYYY0N03VSRDMZP9
2024-05-24,0,PYYY0N03VSRDMZP9
2024-03-19,1,GF3XNFFQJ4MTLUJY
2024-04-24,1,GF3XNFFQJ4MTLUJY
2024-05-15,1,GF3XNFFQJ4MTLUJY
2024-05-22,1,GF3XNFFQJ4MTLUJY
2024-09-20,1,GF3XNFFQJ4MTLUJY
2024-11-14,1,GF3XNFFQJ4MTLUJY
2024-11-20,1,GF3XNFFQJ4MTLUJY
2024-12-17,1,GF3XNFFQJ4MTLUJY
2025-01-20,1,GF3XNFFQJ4MTLUJY
2025-02-26,1,GF3XNFFQJ4MTLUJY
2025-03-13,1,GF3XNFFQJ4MTLUJY
2025-03-15,1,GF3XNFFQJ4MTLUJY
2025-05-22,1,GF3XNFFQJ4MTLUJY
2025-06-06,1,GF3XNFFQJ4MTLUJY
2025-06-20,1,GF3XNFFQJ4MTLUJY
2025-04-06,1,S1S3H2IANP0GKEIM
2025-04-24,0,S1S3H2IANP0GKEIM
2025-05-17,1,S1S3H2IANP0GKEIM
2025-06-09,1,S1S3H2IANP0GKEIM
2025-08-11,1,S1S3H2IANP0GKEIM
2025-08-20,1,S1S3H2IANP0GKEIM
2025-08-21,1,S1S3H2IANP0GKEIM
2024-11-13,1,VTKM8KT5TJB9VO4H
2025-01-29,0,VTKM8KT5TJB9VO4H
2025-02-26,1,VTKM8KT5TJB9VO4H
2025-04-26,1,VTKM8KT5TJB9VO4H
2024-07-30,1,VX6Q3NW32EG0XP2U
2024-07-31,1,VX6Q3NW32EG0XP2U
2024-09-07,0,VX6Q3NW32EG0XP2U
2024-09-24,1,VX6Q3NW32EG0XP2U
2025-05-15,1,VX6Q3NW32EG0XP2U
2025-06-02,1,VX6Q3NW32EG0XP2U
2025-06-05,0,VX6Q3NW32EG0XP2U
2025-07-02,1,VX6Q3NW32EG0XP2U
2025-01-14,1,STC4RJGB3TY4WUFM
2022-04-20,1,G1A7XWH5GDZ74SEA
2022-05-04,0,G1A7XWH5GDZ74SEA
2022-05-27,1,G1A7XWH5GDZ74SEA
2023-09-23,1,PFC483GXOT1UW4OM
2023-03-07,1,2YT09R4J6CG0QVWT
2024-08-28,1,C41O8KR5U9AOPJTB
2024-11-10,1,C41O8KR5U9AOPJTB
2025-03-13,1,C41O8KR5U9AOPJTB
2025-05-25,1,C41O8KR5U9AOPJTB
2023-06-29,1,GXDEQ61Q70PC3E7Y
2023-10-08,1,GXDEQ61Q70PC3E7Y
2023-12-03,1,GXDEQ61Q70PC3E7Y
2024-02-05,1,GXDEQ61Q70PC3E7Y
2024-02-28,1,GXDEQ61Q70PC3E7Y
2024-05-02,0,GXDEQ61Q70PC3E7Y
2024-07-20,1,GXDEQ61Q70PC3E7Y
2025-01-25,1,GXDEQ61Q70PC3E7Y
2025-07-26,0,GXDEQ61Q70PC3E7Y
2024-02-21,1,2UQ479GAKTY4WU3M
2024-06-02,0,2UQ479GAKTY4WU3M
2024-06-20,1,2UQ479GAKTY4WU3M
2022-08-02,1,VMC2FN93P7S21D0J
2022-08-19,1,VMC2FN93P7S21D0J
2022-09-03,1,VMC2FN93P7S21D0J
2023-01-21,1,EFLTIKC59UY46T91
2023-12-01,1,0UL58K754OHJ09UA
2023-12-14,1,0UL58K754OHJ09UA
2024-05-12,0,0UL58K754OHJ09UA
2024-05-17,1,0UL58K754OHJ09UA
2024-08-16,1,0UL58K754OHJ09UA
2024-08-22,1,0UL58K754OHJ09UA
2024-10-15,1,0UL58K754OHJ09UA
2024-11-11,1,0UL58K754OHJ09UA
2024-12-31,1,0UL58K754OHJ09UA
2025-02-19,1,0UL58K754OHJ09UA
2025-02-21,1,0UL58K754OHJ09UA
2025-04-18,1,0UL58K754OHJ09UA
2025-05-08,0,0UL58K754OHJ09UA
2025-06-25,1,0UL58K754OHJ09UA
2023-09-22,1,PXXOFI4FDCEVQ0DT
2023-12-13,1,S44AYOGHFTY4WUKM
2023-12-24,0,S44AYOGHFTY4WUKM
2025-04-19,1,CYRQDWA5E2DRT7CB
2024-03-09,1,0FTHMFEQJ4MTLUJY
2024-05-30,1,0FTHMFEQJ4MTLUJY
2024-05-31,0,0FTHMFEQJ4MTLUJY
2024-06-29,1,0FTHMFEQJ4MTLUJY
2024-07-09,0,0FTHMFEQJ4MTLUJY
2024-09-27,1,0FTHMFEQJ4MTLUJY
2024-11-13,1,0FTHMFEQJ4MTLUJY
2023-11-28,1,ETGXBAS5TJB9VO4H
2023-12-29,0,ETGXBAS5TJB9VO4H
2023-11-16,1,EXAB0TM5SV0GFCS1
2023-12-22,0,EXAB0TM5SV0GFCS1
2024-01-15,1,EXAB0TM5SV0GFCS1
2024-01-31,1,EXAB0TM5SV0GFCS1
2024-02-06,1,EXAB0TM5SV0GFCS1
2024-03-07,0,EXAB0TM5SV0GFCS1
2024-03-29,1,EXAB0TM5SV0GFCS1
2024-04-24,1,EXAB0TM5SV0GFCS1
2024-05-19,1,EXAB0TM5SV0GFCS1
2024-09-10,1,2T8KY1GB3TY4WUFM
2024-10-02,0,2T8KY1GB3TY4WUFM
2024-10-28,1,2T8KY1GB3TY4WUFM
2023-10-06,1,01UG7BJ30R7ZY2VO
2024-01-13,1,01UG7BJ30R7ZY2VO
2024-02-22,1,01UG7BJ30R7ZY2VO
2025-04-29,1,SY2W0UYH8P0GKENM
2025-05-09,1,SY2W0UYH8P0GKENM
2024-08-05,1,P4XTAHR5U9AOPJTB
2025-01-18,0,P4XTAHR5U9AOPJTB
2025-03-04,0,P4XTAHR5U9AOPJTB
2025-06-06,1,P4XTAHR5U9AOPJTB
2024-09-12,1,0X8IC1UKZGCP5VZ4
2024-09-26,1,0X8IC1UKZGCP5VZ4
2024-11-03,1,0X8IC1UKZGCP5VZ4
2024-11-15,1,0X8IC1UKZGCP5VZ4
2025-02-24,1,0X8IC1UKZGCP5VZ4
2025-04-18,1,0X8IC1UKZGCP5VZ4
2025-05-11,1,0X8IC1UKZGCP5VZ4
2025-06-01,1,SUVKY1GAKTY4WU3M
2025-06-05,0,SUVKY1GAKTY4WU3M
2025-08-03,1,SUVKY1GAKTY4WU3M
2022-08-11,0,EMOV2OB5CZ2YURGH
2022-08-24,1,EMOV2OB5CZ2YURGH
2022-09-06,1,EMOV2OB5CZ2YURGH
2022-12-13,1,EMOV2OB5CZ2YURGH
2023-01-28,1,EMOV2OB5CZ2YURGH
2023-02-01,1,EMOV2OB5CZ2YURGH
2023-02-20,1,EMOV2OB5CZ2YURGH
2023-05-26,1,EMOV2OB5CZ2YURGH
2023-06-13,1,EMOV2OB5CZ2YURGH
2023-07-21,0,EMOV2OB5CZ2YURGH
2023-08-06,1,EMOV2OB5CZ2YURGH
2023-08-19,0,EMOV2OB5CZ2YURGH
2023-08-29,1,EMOV2OB5CZ2YURGH
2023-09-21,0,EMOV2OB5CZ2YURGH
2023-11-24,1,EMOV2OB5CZ2YURGH
2023-12-05,1,EMOV2OB5CZ2YURGH
2024-12-26,0,2M1MG149LBGFQV6T
2025-01-09,1,2M1MG149LBGFQV6T
2025-02-17,1,2M1MG149LBGFQV6T
2025-04-25,0,2M1MG149LBGFQV6T
2025-08-26,1,2M1MG149LBGFQV6T
2022-11-04,1,GUTA0B754QH109UA
2025-01-17,1,CXRTJ4YXR9VHKGRM
2025-03-14,1,CXRTJ4YXR9VHKGRM
2022-02-24,1,243M61G4FBYQWUKM
2022-03-31,1,243M61G4FBYQWUKM
2022-07-14,1,243M61G4FBYQWUKM
2022-08-05,1,243M61G4FBYQWUKM
2023-01-10,1,243M61G4FBYQWUKM
2023-03-14,1,243M61G4FBYQWUKM
2023-04-09,0,243M61G4FBYQWUKM
2023-08-24,1,243M61G4FBYQWUKM
2023-10-03,1,GFIY21ETJAMBLUJY
2023-10-21,1,GFIY21ETJAMBLUJY
2023-11-26,1,GFIY21ETJAMBLUJY
2024-01-23,0,GFIY21ETJAMBLUJY
2024-02-27,0,GFIY21ETJAMBLUJY
2022-09-21,1,S1BTKUY0N905KEIM
2022-12-24,0,S1BTKUY0N905KEIM
2023-02-03,1,S1BTKUY0N905KEIM
2023-06-05,1,S1BTKUY0N905KEIM
2023-01-25,1,VTNHPAS9T5BYVO4H
2023-04-05,1,VTNHPAS9T5BYVO4H
2023-07-23,1,VTNHPAS9T5BYVO4H
2023-08-16,1,VTNHPAS9T5BYVO4H
2024-01-16,1,VTNHPAS9T5BYVO4H
2024-01-25,1,VTNHPAS9T5BYVO4H
2024-02-12,1,VTNHPAS9T5BYVO4H
2024-02-20,1,VTNHPAS9T5BYVO4H
2024-04-02,0,VTNHPAS9T5BYVO4H
2023-01-08,0,VXF1AMTG2HGOXP2U
2023-03-08,1,VXF1AMTG2HGOXP2U
2023-07-23,1,VXF1AMTG2HGOXP2U
2023-12-21,0,VXF1AMTG2HGOXP2U
2024-04-15,0,VXF1AMTG2HGOXP2U
2024-04-20,1,VXF1AMTG2HGOXP2U
2024-04-27,1,VXF1AMTG2HGOXP2U
2022-03-14,1,STM9L1A43BYXWUFM
2022-03-17,1,STM9L1A43BYXWUFM
2022-05-12,1,STM9L1A43BYXWUFM
2022-06-01,1,STM9L1A43BYXWUFM
2022-06-14,1,STM9L1A43BYXWUFM
2022-07-14,1,STM9L1A43BYXWUFM
2022-10-26,1,STM9L1A43BYXWUFM
2022-11-14,1,STM9L1A43BYXWUFM
2022-11-28,1,STM9L1A43BYXWUFM
2022-12-01,1,STM9L1A43BYXWUFM
2024-01-14,0,G1DN49LZGKZ14SEA
2024-03-02,1,G1DN49LZGKZ14SEA
2024-05-01,1,G1DN49LZGKZ14SEA
2024-06-20,1,G1DN49LZGKZ14SEA
2024-07-12,0,G1DN49LZGKZ14SEA
2022-06-27,1,PFM9ZYAUOB1HW4OM
2022-07-13,1,PFM9ZYAUOB1HW4OM
2022-02-06,1,C4VFVTQOUX0MPJTB
2022-05-08,1,C4VFVTQOUX0MPJTB
2022-07-01,1,C4VFVTQOUX0MPJTB
2022-08-28,1,C4VFVTQOUX0MPJTB
2022-09-10,1,C4VFVTQOUX0MPJTB
2022-10-12,0,C4VFVTQOUX0MPJTB
2022-10-14,1,C4VFVTQOUX0MPJTB
2023-04-02,0,C4VFVTQOUX0MPJTB
2023-05-24,1,C4VFVTQOUX0MPJTB
2023-07-05,1,C4VFVTQOUX0MPJTB
2023-08-16,1,C4VFVTQOUX0MPJTB
2023-10-14,1,C4VFVTQOUX0MPJTB
2023-10-29,0,C4VFVTQOUX0MPJTB
2023-10-31,0,C4VFVTQOUX0MPJTB
2022-08-16,0,GXOR97ZP7O9B3E7Y
2022-10-27,1,GXOR97ZP7O9B3E7Y
2022-11-17,1,GXOR97ZP7O9B3E7Y
2023-01-08,1,GXOR97ZP7O9B3E7Y
2023-02-25,1,GXOR97ZP7O9B3E7Y
2023-03-29,1,GXOR97ZP7O9B3E7Y
2023-04-30,1,GXOR97ZP7O9B3E7Y
2023-10-05,0,GXOR97ZP7O9B3E7Y
2024-09-21,1,GXOR97ZP7O9B3E7Y
2024-11-02,0,GXOR97ZP7O9B3E7Y
2024-11-18,1,GXOR97ZP7O9B3E7Y
2022-04-27,1,VMMLM08SP5141D0J
2024-08-21,1,EF3JK9B48HDA6T91
2024-09-05,1,EF3JK9B48HDA6T91
2025-02-18,1,EF3JK9B48HDA6T91
2022-10-16,0,SMSX78D0A9KXKE8M
2023-01-29,1,SMSX78D0A9KXKE8M
2023-02-09,1,SMSX78D0A9KXKE8M
2023-03-14,0,SMSX78D0A9KXKE8M
2023-04-02,1,SMSX78D0A9KXKE8M
2023-04-09,1,SMSX78D0A9KXKE8M
2023-06-05,1,SMSX78D0A9KXKE8M
2023-11-28,1,SMSX78D0A9KXKE8M
2024-01-21,1,SMSX78D0A9KXKE8M
2024-04-04,1,SMSX78D0A9KXKE8M
2024-10-01,1,SMSX78D0A9KXKE8M
2024-10-28,1,SMSX78D0A9KXKE8M
2025-01-04,1,SMSX78D0A9KXKE8M
2022-11-03,1,0U3MKU5J8QP109UA
2022-11-11,1,0U3MKU5J8QP109UA
2022-11-12,0,0U3MKU5J8QP109UA
2022-11-17,0,0U3MKU5J8QP109UA
2022-12-03,1,0U3MKU5J8QP109UA
2023-02-28,0,0U3MKU5J8QP109UA
2023-07-01,1,0U3MKU5J8QP109UA
2023-08-03,0,0U3MKU5J8QP109UA
2023-08-05,1,0U3MKU5J8QP109UA
2023-09-17,1,0U3MKU5J8QP109UA
2023-10-03,1,0U3MKU5J8QP109UA
2023-11-18,1,0U3MKU5J8QP109UA
2023-12-14,1,0U3MKU5J8QP109UA
2022-05-14,0,PX6FLDREKBHJQ0DT
2023-02-13,1,PX6FLDREKBHJQ0DT
2023-02-18,1,PX6FLDREKBHJQ0DT
2023-03-03,1,PX6FLDREKBHJQ0DT
2023-04-08,1,PX6FLDREKBHJQ0DT
2023-02-19,1,S4GXOKA4SBLQWUKM
2023-07-16,1,S4GXOKA4SBLQWUKM
2023-10-19,1,S4GXOKA4SBLQWUKM
2025-05-14,1,CYA1NCWDXF4MTMCB
2025-08-23,1,0FCQFJHTIA2BLHJY
2024-02-10,1,214F2LRGJBX3Q3LT
2024-02-18,1,214F2LRGJBX3Q3LT
2024-03-30,1,214F2LRGJBX3Q3LT
2024-04-05,1,214F2LRGJBX3Q3LT
2024-04-29,1,214F2LRGJBX3Q3LT
2024-05-19,1,214F2LRGJBX3Q3LT
2024-08-26,1,214F2LRGJBX3Q3LT
2023-06-18,1,ETYYK4X985VYVY4H
2024-01-19,1,EXD5NS20XJOAFBS1
2024-01-20,1,EXD5NS20XJOAFBS1
2024-04-15,0,EXD5NS20XJOAFBS1
2025-05-06,1,2TXUJFA4RBWXWXFM
2025-05-10,1,2TXUJFA4RBWXWXFM
2025-07-15,1,2TXUJFA4RBWXWXFM
2025-07-22,1,2TXUJFA4RBWXWXFM
2024-06-01,1,01ESWVI7FQMUYUVO
2024-06-09,1,01ESWVI7FQMUYUVO
2024-07-21,1,01ESWVI7FQMUYUVO
2024-08-28,1,01ESWVI7FQMUYUVO
2024-06-01,1,CFLU3OAUNBZHWAOM
2024-06-11,1,CFLU3OAUNBZHWAOM
2024-06-21,0,CFLU3OAUNBZHWAOM
2024-07-09,1,CFLU3OAUNBZHWAOM
2024-10-15,1,CFLU3OAUNBZHWAOM
2024-12-10,1,CFLU3OAUNBZHWAOM
2025-01-08,1,CFLU3OAUNBZHWAOM
2025-02-20,1,CFLU3OAUNBZHWAOM
2025-05-01,1,CFLU3OAUNBZHWAOM
2025-06-22,0,CFLU3OAUNBZHWAOM
2025-08-30,1,CFLU3OAUNBZHWAOM
2023-04-25,1,SY9VRND0B93QKQNM
2025-05-19,1,P46JKTQO8X0MPMTB
2025-05-23,1,P46JKTQO8X0MPMTB
2025-06-07,1,P46JKTQO8X0MPMTB
2022-09-27,1,SUUUE3A47B65W53M
2022-10-04,0,SUUUE3A47B65W53M
2022-11-26,1,SUUUE3A47B65W53M
2022-12-24,1,SUUUE3A47B65W53M
2023-03-29,1,SUUUE3A47B65W53M
2023-05-31,1,SUUUE3A47B65W53M
2025-03-09,1,VFT4C9B48HDA6B91
2025-03-19,0,VFT4C9B48HDA6B91
2025-04-30,1,VFT4C9B48HDA6B91
2025-06-16,1,VFT4C9B48HDA6B91
2025-06-17,1,VFT4C9B48HDA6B91
2025-07-19,1,VFT4C9B48HDA6B91
2022-09-06,1,2MVHU6RGOBQFQF6T
2022-09-23,1,2MVHU6RGOBQFQF6T
2022-10-25,1,2MVHU6RGOBQFQF6T
2023-01-21,1,2MVHU6RGOBQFQF6T
2023-01-30,0,2MVHU6RGOBQFQF6T
2023-08-20,1,GUCXSU5J8QP101UA
2023-10-01,1,GUCXSU5J8QP101UA
2023-11-27,1,GUCXSU5J8QP101UA
2023-05-14,1,CXAJYQDVQ9JHKARM
2023-06-06,1,CXAJYQDVQ9JHKARM
2023-07-08,1,CXAJYQDVQ9JHKARM
2023-07-13,0,CXAJYQDVQ9JHKARM
2023-07-29,1,CXAJYQDVQ9JHKARM
2024-03-09,1,CXAJYQDVQ9JHKARM
2024-03-22,1,CXAJYQDVQ9JHKARM
2025-06-24,1,CXAJYQDVQ9JHKARM
2025-07-15,1,CXAJYQDVQ9JHKARM
2022-10-11,1,PY45J3NRFXYTMTP9
2022-12-23,1,PY45J3NRFXYTMTP9
2023-01-04,1,PY45J3NRFXYTMTP9
2023-01-06,1,PY45J3NRFXYTMTP9
2023-01-27,1,PY45J3NRFXYTMTP9
2023-01-29,1,PY45J3NRFXYTMTP9
2023-03-07,1,PY45J3NRFXYTMTP9
2023-05-12,1,PY45J3NRFXYTMTP9
2023-08-24,0,PY45J3NRFXYTMTP9
2023-09-07,1,PY45J3NRFXYTMTP9
2023-10-03,1,PY45J3NRFXYTMTP9
2022-03-14,1,GF5BE5HTIA2BLHJY
2025-03-06,1,S12J1AD0H9F5K5IM
2025-05-04,0,S12J1AD0H9F5K5IM
2024-04-10,1,VTQQR5X985VYVY4H
2024-07-27,1,VTQQR5X985VYVY4H
2025-05-04,1,VTQQR5X985VYVY4H
2025-05-13,0,VTQQR5X985VYVY4H
2025-05-22,0,VTQQR5X985VYVY4H
2025-06-10,1,VTQQR5X985VYVY4H
2023-06-19,1,STP3EBW4RBWXWXFM
2023-09-12,1,STP3EBW4RBWXWXFM
2023-09-18,1,STP3EBW4RBWXWXFM
2023-09-30,0,STP3EBW4RBWXWXFM
2023-10-24,1,STP3EBW4RBWXWXFM
2022-10-23,1,G1OEB54ZXKT141EA
2022-11-06,1,G1OEB54ZXKT141EA
2022-12-04,1,G1OEB54ZXKT141EA
2023-03-01,1,G1OEB54ZXKT141EA
2023-05-24,1,G1OEB54ZXKT141EA
2023-07-24,0,G1OEB54ZXKT141EA
2023-09-21,1,G1OEB54ZXKT141EA
